parking_id,zone,date_time,total_slots,occupied_slots,avg_parking_duration_minutes,vehicle_type,entry_count,exit_count,parking_fee_collected,violation_reported,occupancy_rate_percent
2187,Mall,2024-04-01 02:00:00,269,229,238,Bike,61,105,4801.64,No,85.13
2188,Mall,2024-04-01 03:00:00,183,74,81,Car,57,65,1708.49,Yes,40.44
2189,Commercial,2024-04-01 04:00:00,206,109,76,Bike,20,79,3903.8,No,52.91
2190,Hospital,2024-04-01 05:00:00,235,83,123,SUV,55,59,4284.31,No,35.32
2191,Mall,2024-04-01 06:00:00,194,201,181,SUV,116,79,2206.25,No,103.61
2192,Mall,2024-04-01 07:00:00,193,180,51,Bike,79,17,1921.95,No,93.26
2193,Hospital,2024-04-01 08:00:00,264,26,133,Bike,94,18,3751.34,No,9.85
2194,Mall,2024-04-01 09:00:00,272,130,100,Car,108,64,4568.84,No,47.79
2195,Mall,2024-04-01 10:00:00,180,196,140,SUV,59,76,3786.91,No,108.89
2196,Mall,2024-04-01 11:00:00,70,32,150,Bike,5,29,1174.28,No,45.71
2197,Residential,2024-04-01 12:00:00,113,144,223,Electric,94,86,4447.12,No,127.43
2198,Hospital,2024-04-01 13:00:00,139,181,66,SUV,32,119,1968.53,No,130.22
2199,Mall,2024-04-01 14:00:00,85,190,105,SUV,57,48,2902.34,No,223.53
2200,Hospital,2024-04-01 15:00:00,283,80,47,Car,62,112,4165.61,No,28.27
2201,Office,2024-04-01 16:00:00,278,117,95,Electric,77,86,982.55,Yes,42.09
2202,Office,2024-04-01 17:00:00,294,88,56,Car,64,14,3933.33,No,29.93
2203,Mall,2024-04-01 18:00:00,263,171,218,Electric,63,75,3001.01,No,65.02
2204,Hospital,2024-04-01 19:00:00,111,55,126,Car,112,54,4472.04,Yes,49.55
2205,Hospital,2024-04-01 20:00:00,219,246,140,Electric,26,48,901.25,No,112.33
2206,Hospital,2024-04-01 21:00:00,125,205,169,Electric,12,18,2132.38,Yes,164.0
2207,Residential,2024-04-01 22:00:00,219,215,150,Electric,53,19,4172.57,No,98.17
2208,Office,2024-04-01 23:00:00,238,87,165,Bike,46,20,145.2,No,36.55
2209,Hospital,2024-04-02 00:00:00,62,25,120,SUV,31,6,605.4,Yes,40.32
2210,Hospital,2024-04-02 01:00:00,60,80,139,Electric,43,34,4953.3,Yes,133.33
2211,Residential,2024-04-02 02:00:00,103,105,127,Bike,87,34,1437.95,No,101.94
2212,Residential,2024-04-02 03:00:00,65,156,78,Bike,29,86,4878.94,No,240.0
2213,Hospital,2024-04-02 04:00:00,57,11,137,Car,42,35,953.53,No,19.3
2214,Commercial,2024-04-02 05:00:00,153,19,235,SUV,89,112,1837.42,No,12.42
2215,Hospital,2024-04-02 06:00:00,108,187,128,SUV,28,116,3776.7,No,173.15
2216,Hospital,2024-04-02 07:00:00,106,134,34,Car,28,81,3306.0,No,126.42
2217,Residential,2024-04-02 08:00:00,89,90,30,SUV,64,24,2926.56,No,101.12
2218,Residential,2024-04-02 09:00:00,286,238,159,Car,87,53,2673.0,No,83.22
2219,Hospital,2024-04-02 10:00:00,236,149,222,Bike,54,118,4225.03,No,63.14
2220,Hospital,2024-04-02 11:00:00,179,79,33,Bike,115,39,1213.0,No,44.13
2221,Hospital,2024-04-02 12:00:00,143,159,134,Electric,70,27,2240.23,No,111.19
2222,Residential,2024-04-02 13:00:00,271,41,150,Car,18,110,819.49,No,15.13
2223,Hospital,2024-04-02 14:00:00,253,114,180,Bike,57,101,2999.91,No,45.06
2224,Hospital,2024-04-02 15:00:00,187,93,52,Bike,36,106,1290.19,No,49.73
2225,Mall,2024-04-02 16:00:00,93,138,195,Car,110,103,1702.52,No,148.39
2226,Commercial,2024-04-02 17:00:00,188,191,107,Bike,100,119,2382.69,No,101.6
2227,Office,2024-04-02 18:00:00,256,248,119,SUV,96,104,182.51,No,96.88
2228,Commercial,2024-04-02 19:00:00,129,67,114,Bike,52,65,505.09,No,51.94
2229,Mall,2024-04-02 20:00:00,130,207,104,Car,43,88,3445.35,No,159.23
2230,Office,2024-04-02 21:00:00,267,220,173,SUV,44,59,2173.4,No,82.4
2231,Hospital,2024-04-02 22:00:00,51,155,58,SUV,46,71,4330.71,No,303.92
2232,Mall,2024-04-02 23:00:00,227,143,202,Bike,115,12,3488.63,No,63.0
2233,Hospital,2024-04-03 00:00:00,189,54,90,Electric,108,44,90.1,No,28.57
2234,Residential,2024-04-03 01:00:00,164,106,159,SUV,81,63,3102.73,No,64.63
2235,Mall,2024-04-03 02:00:00,139,32,93,Car,80,36,513.94,No,23.02
2236,Residential,2024-04-03 03:00:00,72,32,87,Electric,12,97,3915.62,No,44.44
2237,Mall,2024-04-03 04:00:00,195,163,181,Electric,83,11,4957.96,No,83.59
2238,Mall,2024-04-03 05:00:00,111,214,184,SUV,30,6,2679.43,No,192.79
2239,Residential,2024-04-03 06:00:00,273,144,190,Bike,16,89,3429.76,No,52.75
2240,Office,2024-04-03 07:00:00,162,88,154,Electric,47,10,1224.71,Yes,54.32
2241,Commercial,2024-04-03 08:00:00,177,53,110,Bike,55,96,2216.11,Yes,29.94
2242,Hospital,2024-04-03 09:00:00,111,36,103,SUV,114,116,4287.67,No,32.43
2243,Mall,2024-04-03 10:00:00,87,35,117,Car,95,110,878.74,No,40.23
2244,Hospital,2024-04-03 11:00:00,298,106,160,Electric,86,40,1364.4,No,35.57
2245,Residential,2024-04-03 12:00:00,288,216,221,Car,113,36,2254.9,No,75.0
2246,Hospital,2024-04-03 13:00:00,244,45,238,Bike,104,49,3575.63,No,18.44
2247,Residential,2024-04-03 14:00:00,215,118,20,Bike,67,46,1910.63,No,54.88
2248,Hospital,2024-04-03 15:00:00,244,64,136,Car,53,57,4642.27,No,26.23
2249,Commercial,2024-04-03 16:00:00,271,201,185,SUV,119,114,517.56,No,74.17
2250,Commercial,2024-04-03 17:00:00,110,228,130,SUV,31,13,1885.48,No,207.27
2251,Commercial,2024-04-03 18:00:00,178,194,177,Electric,13,79,3559.32,No,108.99
2252,Commercial,2024-04-03 19:00:00,271,78,196,Electric,43,91,1168.63,No,28.78
2253,Commercial,2024-04-03 20:00:00,222,70,76,SUV,69,118,3299.25,No,31.53
2254,Commercial,2024-04-03 21:00:00,273,139,211,SUV,75,79,862.87,No,50.92
2255,Residential,2024-04-03 22:00:00,205,64,224,Car,94,53,327.1,No,31.22
2256,Mall,2024-04-03 23:00:00,198,131,158,Bike,75,6,649.03,No,66.16
2257,Hospital,2024-04-04 00:00:00,171,106,150,Bike,11,71,4653.42,No,61.99
2258,Commercial,2024-04-04 01:00:00,159,89,103,Electric,76,15,2781.17,No,55.97
2259,Residential,2024-04-04 02:00:00,62,96,110,SUV,84,54,3991.91,Yes,154.84
2260,Residential,2024-04-04 03:00:00,204,47,140,Car,71,39,1696.64,No,23.04
2261,Residential,2024-04-04 04:00:00,149,128,104,Electric,113,19,2983.66,No,85.91
2262,Mall,2024-04-04 05:00:00,184,217,100,Car,14,111,2500.01,No,117.93
2263,Hospital,2024-04-04 06:00:00,71,87,173,SUV,118,79,4731.4,No,122.54
2264,Mall,2024-04-04 07:00:00,123,166,152,SUV,75,35,3750.49,Yes,134.96
2265,Office,2024-04-04 08:00:00,280,163,198,SUV,89,96,3666.19,No,58.21
2266,Residential,2024-04-04 09:00:00,230,44,135,Bike,57,66,279.45,No,19.13
2267,Office,2024-04-04 10:00:00,256,88,90,SUV,105,32,2770.86,No,34.38
2268,Commercial,2024-04-04 11:00:00,256,76,106,Electric,99,100,2361.61,No,29.69
2269,Commercial,2024-04-04 12:00:00,181,96,84,Bike,91,29,4642.82,No,53.04
2270,Mall,2024-04-04 13:00:00,273,166,162,Car,61,88,1323.84,No,60.81
2271,Hospital,2024-04-04 14:00:00,72,43,147,Electric,95,96,1385.68,No,59.72
2272,Office,2024-04-04 15:00:00,168,106,37,Electric,90,29,2086.16,No,63.1
2273,Hospital,2024-04-04 16:00:00,119,178,151,Car,107,79,1254.68,No,149.58
2274,Mall,2024-04-04 17:00:00,265,178,72,Bike,31,87,689.46,No,67.17
2275,Commercial,2024-04-04 18:00:00,133,160,201,Electric,58,96,4294.2,No,120.3
2276,Hospital,2024-04-04 19:00:00,299,80,235,Electric,117,5,2813.47,No,26.76
2277,Hospital,2024-04-04 20:00:00,150,12,222,Electric,8,63,4313.75,No,8.0
2278,Commercial,2024-04-04 21:00:00,133,67,196,Bike,92,73,4164.12,No,50.38
2279,Office,2024-04-04 22:00:00,253,41,60,Bike,27,78,1446.11,Yes,16.21
2280,Commercial,2024-04-04 23:00:00,210,40,36,Bike,52,46,2761.3,No,19.05
2281,Hospital,2024-04-05 00:00:00,77,91,206,Electric,87,114,461.93,No,118.18
2282,Office,2024-04-05 01:00:00,185,52,22,SUV,46,38,4580.5,No,28.11
2283,Office,2024-04-05 02:00:00,50,144,137,Car,7,104,2051.1,No,288.0
2284,Commercial,2024-04-05 03:00:00,214,114,34,SUV,95,70,1998.7,No,53.27
2285,Hospital,2024-04-05 04:00:00,112,10,193,Bike,7,22,1548.64,No,8.93
2286,Mall,2024-04-05 05:00:00,71,70,92,Electric,32,81,2330.29,No,98.59
2287,Hospital,2024-04-05 06:00:00,119,23,53,Electric,67,119,1296.21,No,19.33
2288,Residential,2024-04-05 07:00:00,174,189,51,SUV,85,9,1905.52,No,108.62
2289,Mall,2024-04-05 08:00:00,198,233,192,SUV,35,24,4009.74,No,117.68
2290,Office,2024-04-05 09:00:00,145,15,176,Car,14,70,4179.56,No,10.34
2291,Mall,2024-04-05 10:00:00,212,112,89,Electric,53,79,1555.7,No,52.83
2292,Office,2024-04-05 11:00:00,128,19,132,SUV,90,66,2371.62,Yes,14.84
2293,Office,2024-04-05 12:00:00,54,80,118,Car,98,98,4375.41,No,148.15
2294,Mall,2024-04-05 13:00:00,109,99,175,Bike,117,100,310.73,No,90.83
2295,Office,2024-04-05 14:00:00,169,235,45,SUV,25,36,4451.27,No,139.05
2296,Office,2024-04-05 15:00:00,95,167,137,Bike,104,62,1134.96,No,175.79
2297,Residential,2024-04-05 16:00:00,227,237,68,Car,57,54,3408.77,No,104.41
2298,Hospital,2024-04-05 17:00:00,225,158,186,Bike,91,42,2933.63,No,70.22
2299,Hospital,2024-04-05 18:00:00,183,135,48,Electric,106,59,2787.06,Yes,73.77
2300,Residential,2024-04-05 19:00:00,266,197,213,Electric,80,32,4303.83,No,74.06
2301,Mall,2024-04-05 20:00:00,105,218,136,Bike,93,78,552.78,Yes,207.62
2302,Commercial,2024-04-05 21:00:00,159,106,127,Electric,58,90,1767.79,Yes,66.67
2303,Commercial,2024-04-05 22:00:00,236,83,76,Car,61,85,2714.35,No,35.17
2304,Commercial,2024-04-05 23:00:00,297,124,37,Electric,24,26,4065.88,Yes,41.75
2305,Residential,2024-04-06 00:00:00,281,200,60,Bike,117,47,1121.39,No,71.17
2306,Residential,2024-04-06 01:00:00,206,248,70,Bike,53,87,4024.5,No,120.39
2307,Office,2024-04-06 02:00:00,248,179,149,Bike,110,85,2028.21,No,72.18
2308,Commercial,2024-04-06 03:00:00,153,60,132,SUV,11,92,985.12,Yes,39.22
2309,Mall,2024-04-06 04:00:00,126,201,231,Bike,33,40,3806.98,No,159.52
2310,Mall,2024-04-06 05:00:00,279,213,203,Car,52,100,499.95,No,76.34
2311,Commercial,2024-04-06 06:00:00,195,65,145,Electric,97,114,2598.1,No,33.33
2312,Commercial,2024-04-06 07:00:00,51,217,180,Electric,17,56,366.19,No,425.49
2313,Commercial,2024-04-06 08:00:00,57,50,226,SUV,7,40,1814.27,No,87.72
2314,Residential,2024-04-06 09:00:00,124,41,176,SUV,6,32,3025.33,No,33.06
2315,Residential,2024-04-06 10:00:00,274,24,127,Car,20,82,2802.77,No,8.76
2316,Residential,2024-04-06 11:00:00,231,71,58,Bike,98,62,2053.04,Yes,30.74
2317,Hospital,2024-04-06 12:00:00,174,164,142,SUV,106,40,2173.79,No,94.25
2318,Mall,2024-04-06 13:00:00,87,37,122,Electric,10,74,1172.51,No,42.53
2319,Mall,2024-04-06 14:00:00,225,218,172,SUV,49,13,2306.62,No,96.89
2320,Office,2024-04-06 15:00:00,76,73,31,SUV,75,25,4768.61,No,96.05
2321,Residential,2024-04-06 16:00:00,69,247,73,Bike,9,68,4259.74,Yes,357.97
2322,Hospital,2024-04-06 17:00:00,189,196,152,SUV,60,80,768.9,No,103.7
2323,Hospital,2024-04-06 18:00:00,92,195,113,Car,75,65,197.41,No,211.96
2324,Mall,2024-04-06 19:00:00,238,139,98,Electric,102,98,4670.95,No,58.4
2325,Residential,2024-04-06 20:00:00,80,136,160,Bike,36,99,2657.41,No,170.0
2326,Office,2024-04-06 21:00:00,140,45,59,Electric,53,44,2712.3,Yes,32.14
2327,Residential,2024-04-06 22:00:00,273,123,122,Car,17,60,3914.55,No,45.05
2328,Commercial,2024-04-06 23:00:00,110,208,233,Car,34,8,1607.71,No,189.09
2329,Residential,2024-04-07 00:00:00,251,22,201,SUV,29,35,2435.44,No,8.76
2330,Commercial,2024-04-07 01:00:00,244,24,76,SUV,89,31,4844.88,No,9.84
2331,Commercial,2024-04-07 02:00:00,158,98,73,SUV,64,62,3377.14,No,62.03
2332,Office,2024-04-07 03:00:00,140,224,191,Electric,63,29,811.04,Yes,160.0
2333,Mall,2024-04-07 04:00:00,212,197,205,Car,89,73,709.47,No,92.92
2334,Residential,2024-04-07 05:00:00,144,31,229,Bike,32,74,1061.11,No,21.53
2335,Commercial,2024-04-07 06:00:00,192,200,174,SUV,116,9,3845.22,No,104.17
2336,Residential,2024-04-07 07:00:00,193,227,152,Electric,62,119,1512.12,No,117.62
2337,Mall,2024-04-07 08:00:00,62,234,25,SUV,24,95,155.87,No,377.42
2338,Mall,2024-04-07 09:00:00,162,212,116,Car,38,12,4723.66,Yes,130.86
2339,Hospital,2024-04-07 10:00:00,84,83,84,Bike,9,13,890.08,No,98.81
2340,Mall,2024-04-07 11:00:00,293,34,137,Car,86,19,97.31,No,11.6
2341,Office,2024-04-07 12:00:00,252,110,204,Electric,64,104,1223.8,Yes,43.65
2342,Commercial,2024-04-07 13:00:00,236,185,189,SUV,107,109,1213.39,No,78.39
2343,Hospital,2024-04-07 14:00:00,198,180,48,Car,47,11,2138.93,No,90.91
2344,Office,2024-04-07 15:00:00,292,126,115,Electric,61,100,4605.93,No,43.15
2345,Residential,2024-04-07 16:00:00,231,175,159,SUV,61,76,4401.97,No,75.76
2346,Commercial,2024-04-07 17:00:00,252,50,118,Bike,79,115,2311.63,No,19.84
2347,Mall,2024-04-07 18:00:00,207,182,196,Car,58,119,2083.95,No,87.92
2348,Commercial,2024-04-07 19:00:00,97,97,218,SUV,85,19,2797.29,No,100.0
2349,Residential,2024-04-07 20:00:00,294,177,227,SUV,116,41,1255.1,No,60.2
2350,Hospital,2024-04-07 21:00:00,84,119,54,SUV,49,87,308.32,Yes,141.67
2351,Hospital,2024-04-07 22:00:00,135,129,33,SUV,90,43,4699.16,No,95.56
2352,Hospital,2024-04-07 23:00:00,215,106,81,Car,41,10,974.16,No,49.3
2353,Mall,2024-04-08 00:00:00,208,154,96,SUV,88,87,1032.08,No,74.04
2354,Office,2024-04-08 01:00:00,255,225,195,Electric,52,61,2388.68,No,88.24
2355,Office,2024-04-08 02:00:00,201,238,78,Car,58,96,2483.49,No,118.41
2356,Commercial,2024-04-08 03:00:00,163,66,97,SUV,52,85,141.25,No,40.49
2357,Mall,2024-04-08 04:00:00,226,139,61,Car,116,110,782.38,No,61.5
2358,Hospital,2024-04-08 05:00:00,273,105,20,Electric,114,23,1921.87,No,38.46
2359,Hospital,2024-04-08 06:00:00,149,130,30,Electric,10,67,3434.47,No,87.25
2360,Residential,2024-04-08 07:00:00,209,71,214,Car,38,35,1180.67,No,33.97
2361,Residential,2024-04-08 08:00:00,232,225,160,SUV,67,79,2143.92,No,96.98
2362,Hospital,2024-04-08 09:00:00,256,146,194,SUV,82,83,2808.86,No,57.03
2363,Hospital,2024-04-08 10:00:00,284,77,190,Electric,52,14,4448.53,No,27.11
2364,Mall,2024-04-08 11:00:00,235,90,185,SUV,27,111,1664.05,No,38.3
2365,Office,2024-04-08 12:00:00,148,26,53,Electric,88,91,711.11,No,17.57
2366,Residential,2024-04-08 13:00:00,52,126,191,SUV,17,71,2471.9,No,242.31
2367,Office,2024-04-08 14:00:00,257,59,127,Electric,51,66,3746.27,No,22.96
2368,Mall,2024-04-08 15:00:00,246,121,154,Bike,48,7,593.81,No,49.19
2369,Hospital,2024-04-08 16:00:00,134,103,152,SUV,109,22,2152.18,No,76.87
2370,Office,2024-04-08 17:00:00,174,177,85,SUV,36,29,138.04,No,101.72
2371,Hospital,2024-04-08 18:00:00,187,195,124,SUV,30,111,216.12,No,104.28
2372,Hospital,2024-04-08 19:00:00,132,212,69,Car,118,24,2440.62,No,160.61
2373,Commercial,2024-04-08 20:00:00,74,94,143,SUV,57,62,1526.08,No,127.03
2374,Office,2024-04-08 21:00:00,117,158,63,Car,18,97,4233.28,No,135.04
2375,Office,2024-04-08 22:00:00,110,155,178,Car,56,90,3030.66,No,140.91
2376,Hospital,2024-04-08 23:00:00,78,192,35,Electric,40,54,2296.97,No,246.15
2377,Mall,2024-04-09 00:00:00,176,166,51,Car,12,83,2069.28,No,94.32
2378,Commercial,2024-04-09 01:00:00,68,161,130,Car,44,107,2511.37,No,236.76
2379,Hospital,2024-04-09 02:00:00,220,83,38,Bike,90,14,250.17,No,37.73
2380,Residential,2024-04-09 03:00:00,243,118,69,SUV,26,25,4469.33,No,48.56
2381,Residential,2024-04-09 04:00:00,123,154,39,Car,20,33,4991.6,No,125.2
2382,Commercial,2024-04-09 05:00:00,110,27,149,SUV,95,100,948.36,No,24.55
2383,Mall,2024-04-09 06:00:00,220,51,141,Car,64,14,645.9,No,23.18
2384,Hospital,2024-04-09 07:00:00,202,249,223,Electric,64,17,760.71,No,123.27
2385,Office,2024-04-09 08:00:00,69,221,107,Bike,14,51,3322.08,No,320.29
2386,Commercial,2024-04-09 09:00:00,97,110,108,Car,29,27,3324.13,No,113.4
2387,Mall,2024-04-09 10:00:00,260,54,85,SUV,35,54,4247.22,No,20.77
2388,Office,2024-04-09 11:00:00,136,91,239,Electric,25,91,3771.54,No,66.91
2389,Residential,2024-04-09 12:00:00,201,26,213,SUV,95,99,2275.96,No,12.94
2390,Residential,2024-04-09 13:00:00,188,82,136,Electric,85,8,3083.63,No,43.62
2391,Office,2024-04-09 14:00:00,159,23,38,Bike,37,117,3457.01,No,14.47
2392,Commercial,2024-04-09 15:00:00,275,186,25,Electric,35,71,2588.05,No,67.64
2393,Residential,2024-04-09 16:00:00,232,166,87,SUV,118,89,2404.47,No,71.55
2394,Hospital,2024-04-09 17:00:00,77,232,26,SUV,110,57,3243.23,No,301.3
2395,Office,2024-04-09 18:00:00,246,141,49,Car,94,6,2809.5,No,57.32
2396,Office,2024-04-09 19:00:00,240,91,205,Electric,25,72,3237.51,Yes,37.92
2397,Residential,2024-04-09 20:00:00,108,157,210,SUV,40,69,3083.63,No,145.37
2398,Commercial,2024-04-09 21:00:00,182,129,234,Car,69,83,3610.02,No,70.88
2399,Hospital,2024-04-09 22:00:00,100,129,199,Bike,8,61,3231.88,No,129.0
2400,Commercial,2024-04-09 23:00:00,198,56,155,SUV,72,101,2622.73,No,28.28
2401,Mall,2024-04-10 00:00:00,61,116,37,Car,94,74,3424.89,No,190.16
2402,Mall,2024-04-10 01:00:00,99,117,97,SUV,8,11,2274.94,No,118.18
2403,Residential,2024-04-10 02:00:00,181,18,181,Electric,117,23,1246.27,No,9.94
2404,Residential,2024-04-10 03:00:00,295,214,102,Car,13,48,57.02,Yes,72.54
2405,Residential,2024-04-10 04:00:00,162,88,94,Electric,34,67,2821.82,No,54.32
2406,Mall,2024-04-10 05:00:00,219,164,111,Bike,119,69,2973.74,Yes,74.89
2407,Commercial,2024-04-10 06:00:00,261,24,154,Electric,49,43,4861.64,No,9.2
2408,Commercial,2024-04-10 07:00:00,215,229,48,Car,8,87,1839.32,No,106.51
2409,Residential,2024-04-10 08:00:00,202,238,213,SUV,73,113,2000.96,No,117.82
2410,Hospital,2024-04-10 09:00:00,63,28,89,Car,113,30,1048.91,No,44.44
2411,Commercial,2024-04-10 10:00:00,252,99,173,Electric,27,48,399.14,No,39.29
2412,Mall,2024-04-10 11:00:00,81,189,235,Electric,20,16,3875.38,Yes,233.33
2413,Office,2024-04-10 12:00:00,188,35,142,SUV,26,26,1285.92,No,18.62
2414,Office,2024-04-10 13:00:00,238,226,204,Bike,105,81,3064.08,No,94.96
2415,Office,2024-04-10 14:00:00,195,163,155,Car,76,96,3454.48,No,83.59
2416,Hospital,2024-04-10 15:00:00,204,163,45,SUV,52,18,2382.62,No,79.9
2417,Residential,2024-04-10 16:00:00,104,183,144,SUV,66,90,4387.94,Yes,175.96
2418,Mall,2024-04-10 17:00:00,231,101,117,SUV,101,34,2246.78,No,43.72
2419,Hospital,2024-04-10 18:00:00,259,186,29,Car,64,48,1460.3,No,71.81
2420,Mall,2024-04-10 19:00:00,169,91,71,Car,106,88,4485.28,No,53.85
2421,Mall,2024-04-10 20:00:00,264,233,89,Car,111,112,4314.74,No,88.26
2422,Residential,2024-04-10 21:00:00,124,190,48,Bike,84,95,862.0,No,153.23
2423,Office,2024-04-10 22:00:00,70,140,117,SUV,9,42,178.51,No,200.0
2424,Residential,2024-04-10 23:00:00,221,203,210,Electric,84,63,495.43,No,91.86
2425,Hospital,2024-04-11 00:00:00,182,234,89,Electric,11,46,1468.41,No,128.57
2426,Hospital,2024-04-11 01:00:00,136,51,43,SUV,55,56,4862.69,No,37.5
2427,Hospital,2024-04-11 02:00:00,218,28,208,Electric,69,67,2814.65,No,12.84
2428,Residential,2024-04-11 03:00:00,108,26,30,Bike,13,65,1897.65,Yes,24.07
2429,Mall,2024-04-11 04:00:00,138,245,181,Bike,86,109,4449.14,No,177.54
2430,Mall,2024-04-11 05:00:00,282,170,91,Car,49,38,2293.02,No,60.28
2431,Commercial,2024-04-11 06:00:00,231,85,51,Car,51,43,1610.43,No,36.8
2432,Hospital,2024-04-11 07:00:00,251,186,95,Car,71,45,4709.04,No,74.1
2433,Mall,2024-04-11 08:00:00,199,193,163,Car,28,112,4255.11,No,96.98
2434,Commercial,2024-04-11 09:00:00,132,72,186,Car,96,41,4226.16,Yes,54.55
2435,Mall,2024-04-11 10:00:00,114,140,138,Electric,14,69,2585.81,No,122.81
2436,Hospital,2024-04-11 11:00:00,113,116,33,Electric,77,83,3957.72,No,102.65
2437,Office,2024-04-11 12:00:00,120,58,213,Car,81,36,937.8,No,48.33
2438,Hospital,2024-04-11 13:00:00,53,64,116,Bike,52,12,2887.45,No,120.75
2439,Residential,2024-04-11 14:00:00,242,163,150,Electric,39,101,4920.04,No,67.36
2440,Mall,2024-04-11 15:00:00,192,108,91,Bike,58,22,1490.24,No,56.25
2441,Mall,2024-04-11 16:00:00,153,209,208,Bike,91,49,3982.04,No,136.6
2442,Residential,2024-04-11 17:00:00,253,61,55,SUV,115,97,2477.87,Yes,24.11
2443,Residential,2024-04-11 18:00:00,199,109,217,SUV,85,100,247.04,No,54.77
2444,Office,2024-04-11 19:00:00,263,126,230,Car,114,37,3826.95,No,47.91
2445,Mall,2024-04-11 20:00:00,291,127,212,Bike,75,9,884.42,No,43.64
2446,Mall,2024-04-11 21:00:00,224,16,75,Electric,20,86,3175.79,Yes,7.14
2447,Office,2024-04-11 22:00:00,258,55,40,SUV,57,116,474.04,No,21.32
2448,Commercial,2024-04-11 23:00:00,142,55,85,SUV,44,78,4736.99,No,38.73
2449,Office,2024-04-12 00:00:00,223,109,117,Bike,104,40,1494.03,Yes,48.88
2450,Hospital,2024-04-12 01:00:00,191,153,225,SUV,24,101,1171.0,No,80.1
2451,Mall,2024-04-12 02:00:00,227,161,84,SUV,92,27,689.23,No,70.93
2452,Residential,2024-04-12 03:00:00,197,198,121,Electric,115,44,4732.71,No,100.51
2453,Hospital,2024-04-12 04:00:00,227,63,171,Bike,73,9,3573.92,No,27.75
2454,Mall,2024-04-12 05:00:00,161,71,121,SUV,49,38,3721.22,No,44.1
2455,Office,2024-04-12 06:00:00,210,138,117,Bike,10,28,2522.05,No,65.71
2456,Hospital,2024-04-12 07:00:00,168,58,208,SUV,96,21,2399.9,No,34.52
2457,Mall,2024-04-12 08:00:00,108,34,33,Electric,73,99,594.61,No,31.48
2458,Commercial,2024-04-12 09:00:00,92,19,82,Bike,53,75,2821.21,No,20.65
2459,Commercial,2024-04-12 10:00:00,256,127,200,SUV,43,85,1272.24,No,49.61
2460,Residential,2024-04-12 11:00:00,61,217,84,Electric,106,96,4886.87,No,355.74
2461,Mall,2024-04-12 12:00:00,89,153,127,SUV,6,106,3993.08,Yes,171.91
2462,Commercial,2024-04-12 13:00:00,167,195,71,Bike,111,26,2094.31,No,116.77
2463,Office,2024-04-12 14:00:00,69,209,179,SUV,43,19,799.14,No,302.9
2464,Mall,2024-04-12 15:00:00,271,166,75,Bike,25,105,3937.39,No,61.25
2465,Office,2024-04-12 16:00:00,215,240,106,Bike,44,19,654.17,No,111.63
2466,Office,2024-04-12 17:00:00,180,101,44,SUV,105,118,987.2,No,56.11
2467,Commercial,2024-04-12 18:00:00,205,143,213,Electric,86,118,1097.03,No,69.76
2468,Mall,2024-04-12 19:00:00,233,153,215,Car,58,29,2806.61,No,65.67
2469,Hospital,2024-04-12 20:00:00,139,157,167,Electric,116,57,3945.93,No,112.95
2470,Commercial,2024-04-12 21:00:00,143,89,239,Electric,114,25,1605.86,No,62.24
2471,Commercial,2024-04-12 22:00:00,62,80,141,SUV,16,106,469.12,Yes,129.03
2472,Mall,2024-04-12 23:00:00,254,242,207,Electric,85,70,2349.47,No,95.28
2473,Mall,2024-04-13 00:00:00,115,87,129,Electric,41,95,3753.15,No,75.65
2474,Office,2024-04-13 01:00:00,86,52,20,Car,114,117,1147.24,No,60.47
2475,Mall,2024-04-13 02:00:00,226,163,32,Electric,42,36,1138.63,No,72.12
2476,Office,2024-04-13 03:00:00,279,99,24,Car,19,25,4738.77,No,35.48
2477,Commercial,2024-04-13 04:00:00,115,87,106,SUV,11,72,4773.06,No,75.65
2478,Residential,2024-04-13 05:00:00,85,208,153,Car,82,48,4952.81,No,244.71
2479,Hospital,2024-04-13 06:00:00,231,170,239,Bike,54,87,4047.92,No,73.59
2480,Commercial,2024-04-13 07:00:00,75,35,207,Bike,69,70,981.51,Yes,46.67
2481,Mall,2024-04-13 08:00:00,124,130,91,Car,106,94,1099.31,No,104.84
2482,Hospital,2024-04-13 09:00:00,249,54,115,Bike,71,102,1734.11,No,21.69
2483,Residential,2024-04-13 10:00:00,157,221,98,SUV,105,18,1624.76,No,140.76
2484,Residential,2024-04-13 11:00:00,217,72,207,Bike,48,19,4784.81,No,33.18
2485,Office,2024-04-13 12:00:00,92,204,66,Car,35,24,3955.92,No,221.74
2486,Hospital,2024-04-13 13:00:00,199,189,209,SUV,47,38,3633.84,No,94.97
2487,Office,2024-04-13 14:00:00,197,77,224,Bike,81,40,970.52,No,39.09
2488,Commercial,2024-04-13 15:00:00,57,163,220,SUV,52,87,4552.15,No,285.96
2489,Hospital,2024-04-13 16:00:00,78,212,45,Car,86,13,4147.96,No,271.79
2490,Commercial,2024-04-13 17:00:00,89,11,233,Bike,85,75,860.03,No,12.36
2491,Office,2024-04-13 18:00:00,267,151,159,SUV,85,34,4362.29,No,56.55
2492,Hospital,2024-04-13 19:00:00,207,117,197,SUV,65,81,1397.63,Yes,56.52
2493,Office,2024-04-13 20:00:00,258,39,124,Bike,79,95,450.31,No,15.12
2494,Hospital,2024-04-13 21:00:00,177,58,107,SUV,88,67,3301.27,No,32.77
